DATE,Hour,Time Slot,Purchase Bid (MW),Sell Bid (MW),MCV (MW),Final Scheduled Volume (MW),MCP (Rs/MWh) *,MCP (Rs/MWh) *
16-03-2021,15,14:30 - 14:45,13754.8,13349.2,11158.5,11158.5,3450.94,3451.94
16-03-2021,15,14:45 - 15:00,14162.3,13265.7,11457.8,11461.5,3469.94,3470.94
16-03-2021,16,15:00 - 15:15,13809,12782,11137.4,11137.4,3509.1,3510.1
16-03-2021,16,15:15 - 15:30,13790.2,12688.1,11043.5,11043.5,3509.93,3510.93
16-03-2021,16,15:30 - 15:45,13616.8,12309.4,10741.7,10737.5,3559.42,3560.42
16-03-2021,16,15:45 - 16:00,13964.1,11965.6,10668.9,10658.8,4113.67,4114.67
16-03-2021,17,16:00 - 16:15,14495.7,12020.1,10988.7,10993.6,4199.31,4200.31
16-03-2021,17,16:15 - 16:30,14713.3,11856.7,11177.7,11182.6,4403.95,4404.95
16-03-2021,17,16:30 - 16:45,14947.5,11999.6,11449.3,11454.2,4999.01,5000.01
16-03-2021,17,16:45 - 17:00,15013.5,11904.7,11687.1,11692,5649.45,5650.45
16-03-2021,18,17:00 - 17:15,13733.9,11549.7,11007.5,11007.5,4591.72,4592.72
16-03-2021,18,17:15 - 17:30,13168.9,10880.3,10397.1,10402,4999.2,5000.2
16-03-2021,18,17:30 - 17:45,13339,10302.8,10277.8,10236.8,6000.18,6001.18
16-03-2021,18,17:45 - 18:00,12833.3,9831.5,9806.5,9806.5,6000.74,6001.74
16-03-2021,19,18:00 - 18:15,10384.8,9330.1,8590.4,8596.8,4489.7,4490.7
16-03-2021,19,18:15 - 18:30,9788.1,8873.2,7997.9,8004.3,4489.1,4490.1
16-03-2021,19,18:30 - 18:45,9828.9,8472.1,7796,7796,4591.82,4592.82
16-03-2021,19,18:45 - 19:00,10218.1,8318.8,7938.2,7938.2,5170.46,5171.46
16-03-2021,20,19:00 - 19:15,11141.3,8313.5,8253.5,8253.5,6400.5,6401.5
16-03-2021,20,19:15 - 19:30,11131.1,8296.6,8236.6,8236.6,6300.56,6301.56
16-03-2021,20,19:30 - 19:45,10516.2,8311.2,8012.3,8018.7,5649.83,5650.83
16-03-2021,20,19:45 - 20:00,10196.9,8216.9,7878.9,7885.3,4999.9,5000.9
16-03-2021,21,20:00 - 20:15,9660.1,8096.8,7532.7,7532.7,4850.46,4851.46
16-03-2021,21,20:15 - 20:30,9868.9,7976.2,7534.9,7541.3,4999.26,5000.26
16-03-2021,21,20:30 - 20:45,9863.9,7618,7334.4,7340.8,4999.74,5000.74
16-03-2021,21,20:45 - 21:00,9496.8,7474.5,6922.6,6929,4989.07,4990.07
16-03-2021,22,21:00 - 21:15,9235.6,7728.4,7045.8,7052.2,4403.72,4404.72
16-03-2021,22,21:15 - 21:30,9026.6,7915.4,6991.7,6998.1,4113.59,4114.59
16-03-2021,22,21:30 - 21:45,9004.4,7962.7,6960.4,6966.8,4113.46,4114.46
16-03-2021,22,21:45 - 22:00,8732.7,7902.9,6810.8,6817.2,3929.92,3930.92
16-03-2021,23,22:00 - 22:15,8462.5,7494,6089.2,6089.2,3929.4,3930.4
16-03-2021,23,22:15 - 22:30,8317.2,7459,5923.4,5923.4,3800.94,3801.94
16-03-2021,23,22:30 - 22:45,7947.3,7451,5715.9,5715.9,3469.56,3470.56
16-03-2021,23,22:45 - 23:00,8249.8,7474.1,5866.2,5866.2,3929.15,3930.15
16-03-2021,24,23:00 - 23:15,8667.4,7707.3,6159,6159,4113.12,4114.12
16-03-2021,24,23:15 - 23:30,8725.3,7786.5,6265.8,6265.8,4113.64,4114.64
16-03-2021,24,23:30 - 23:45,8769.5,7927.5,6269.1,6269.1,4113.24,4114.24
16-03-2021,24,23:45 - 24:00,8799,7756.8,6311.2,6311.2,4399.56,4400.56
17-03-2021,1,00:00 - 00:15,10076.2,8099.2,7236.2,7236.2,4500.01,4501.01
17-03-2021,1,00:15 - 00:30,10322.7,8364.7,7418.2,7418.2,4349.33,4350.33
17-03-2021,1,00:30 - 00:45,10363,8769.7,7526.6,7526.6,4219.66,4220.66
17-03-2021,1,00:45 - 01:00,10507.2,9016.6,7648.9,7648.9,4113.38,4114.38
17-03-2021,2,01:00 - 01:15,10560.2,9377.6,7942.9,7942.9,3700.17,3701.17
17-03-2021,2,01:15 - 01:30,10597.3,9651.6,8053.4,8053.4,3627.11,3628.11
17-03-2021,2,01:30 - 01:45,10469.7,9806.2,7890.4,7890.4,3442.19,3443.19
17-03-2021,2,01:45 - 02:00,10441.1,10091,8010.9,8010.9,3400.34,3401.34
17-03-2021,3,02:00 - 02:15,10435,10300,8005.53,8005.53,3398.97,3399.97
17-03-2021,3,02:15 - 02:30,10427.9,10473,8038.8,8038.8,3400.05,3401.05
17-03-2021,3,02:30 - 02:45,10238.4,10639.7,7832.34,7832.34,3374.76,3375.76
17-03-2021,3,02:45 - 03:00,10267.3,10697.5,7817.75,7817.75,3363.85,3364.85
17-03-2021,4,03:00 - 03:15,10370.3,11051.5,7756.6,7756.6,3286.86,3287.86
17-03-2021,4,03:15 - 03:30,10476.7,11127.6,7823.44,7823.44,3286.62,3287.62
17-03-2021,4,03:30 - 03:45,10431.8,11272.6,7780.9,7780.9,3286.08,3287.08
17-03-2021,4,03:45 - 04:00,10429.5,11356.6,7777.8,7777.8,3279.71,3280.71
17-03-2021,5,04:00 - 04:15,10705.3,11414,8033.66,8033.66,3286.52,3287.52
17-03-2021,5,04:15 - 04:30,10854.9,11229.6,8181.7,8181.7,3311.11,3312.11
17-03-2021,5,04:30 - 04:45,10899.6,11071.6,8216.31,8216.31,3374.46,3375.46
17-03-2021,5,04:45 - 05:00,11128.9,10719.6,8265.5,8265.5,3400.39,3401.39
17-03-2021,6,05:00 - 05:15,11123.2,10773.7,8759.6,8759.6,3469.82,3470.82
17-03-2021,6,05:15 - 05:30,11810.3,10960.3,9026.5,9026.5,3500.65,3501.65
17-03-2021,6,05:30 - 05:45,12436.9,11213.8,9257,9257,3627.46,3628.46
17-03-2021,6,05:45 - 06:00,13127.6,11569.3,9731.5,9731.5,3750.88,3751.88
17-03-2021,7,06:00 - 06:15,13697.2,11187.9,10099.8,10099.8,4289.48,4290.48
17-03-2021,7,06:15 - 06:30,14467.1,11368.3,10778.8,10778.8,4500.53,4501.53
17-03-2021,7,06:30 - 06:45,14883.7,11329.3,10744.8,10744.8,4600.59,4601.59
17-03-2021,7,06:45 - 07:00,15160.4,11529.3,10944.8,10944.8,4800.46,4801.46
17-03-2021,8,07:00 - 07:15,15100.9,11321,10736.6,10736.6,4600.72,4601.72
17-03-2021,8,07:15 - 07:30,14933.6,11344.7,10760.3,10760.3,4800.4,4801.4
17-03-2021,8,07:30 - 07:45,14281.1,10946.7,10357.6,10357.6,4600.42,4601.42
17-03-2021,8,07:45 - 08:00,13639.1,10930.4,9693.9,9693.9,4200.63,4201.63
17-03-2021,9,08:00 - 08:15,13173.5,10957.9,9310.4,9310.4,4000.6,4001.6
17-03-2021,9,08:15 - 08:30,13032,10698,9209,9209,4200.49,4201.49
17-03-2021,9,08:30 - 08:45,12804.1,10205.4,9200.3,9200.3,4300.43,4301.43
17-03-2021,9,08:45 - 09:00,12490.3,9673.3,9063.2,9063.2,4800.34,4801.34
17-03-2021,10,09:00 - 09:15,11676.1,8606,8054.1,8054.1,4600.39,4601.39
17-03-2021,10,09:15 - 09:30,11962.6,8247.3,8034.4,8034.4,5200.61,5201.61
17-03-2021,10,09:30 - 09:45,11848.6,7657.2,7444.3,7444.3,5200.97,5201.97
17-03-2021,10,09:45 - 10:00,11607.7,7677.2,7464.3,7464.3,5200.84,5201.84
17-03-2021,11,10:00 - 10:15,11196.9,7533,7324.8,7324.8,5200.98,5201.98
17-03-2021,11,10:15 - 10:30,11033.2,7639.6,7431.4,7431.4,5200.62,5201.62
17-03-2021,11,10:30 - 10:45,11324.6,7574.2,7376,7376,5600.37,5601.37
17-03-2021,11,10:45 - 11:00,11230.1,7626.8,7428.6,7428.6,5000.47,5001.47
17-03-2021,12,11:00 - 11:15,11811.3,7606.5,7343.3,7343.3,5500.97,5501.97
17-03-2021,12,11:15 - 11:30,12052.3,7907.4,7644.2,7644.2,5500.79,5501.79
17-03-2021,12,11:30 - 11:45,12199.1,8385.3,8069.5,8069.5,4999.87,5000.87
17-03-2021,12,11:45 - 12:00,12476.8,8841.7,8205,8205,4999.05,5000.05
17-03-2021,13,12:00 - 12:15,12511.7,8947.6,8091.7,8091.7,4500.06,4501.06
17-03-2021,13,12:15 - 12:30,12527.9,9246.2,8160.3,8160.3,4300.45,4301.45
17-03-2021,13,12:30 - 12:45,12571.2,9600.8,8150.4,8150.4,4289.17,4290.17
17-03-2021,13,12:45 - 13:00,12343.2,9725.1,7994.7,7994.7,4000.76,4001.76
17-03-2021,14,13:00 - 13:15,11743.4,10526.2,8219.7,8219.7,3627.07,3628.07
17-03-2021,14,13:15 - 13:30,11602.7,11174.7,8307,8307,3363.86,3364.86
17-03-2021,14,13:30 - 13:45,11819.3,11572.1,8549.3,8549.3,3299.32,3300.32
17-03-2021,14,13:45 - 14:00,12101.8,11986,8834.5,8834.5,3286.02,3287.02
17-03-2021,15,14:00 - 14:15,12975.1,12051.5,9544.2,9544.2,3400.98,3401.98
17-03-2021,15,14:15 - 14:30,13743.8,11842.6,10089.7,10089.7,3500.37,3501.37
17-03-2021,15,14:30 - 14:45,14271.6,11839.2,10122.3,10122.3,3700.23,3701.23
17-03-2021,15,14:45 - 15:00,14534,11858.9,10142,10142,3700.96,3701.96
17-03-2021,16,15:00 - 15:15,14586.8,11718.3,10068.1,10068.1,3753.42,3754.42
17-03-2021,16,15:15 - 15:30,14614.6,11671.7,10021.5,10021.5,3758.3,3759.3
17-03-2021,16,15:30 - 15:45,14458,11406.8,10166.5,10166.5,4289.31,4290.31
17-03-2021,16,15:45 - 16:00,14854.2,11113.1,10281.8,10281.8,4500.81,4501.81
17-03-2021,17,16:00 - 16:15,15133.2,11109.3,10543.1,10543.1,4850.74,4851.74
17-03-2021,17,16:15 - 16:30,15575.4,10958.2,10731,10731,5200.29,5201.29
17-03-2021,17,16:30 - 16:45,15607.8,10781.2,10638.2,10638.2,5700.87,5701.87
17-03-2021,17,16:45 - 17:00,15550.1,10684.2,10666.2,10666.2,6300.35,6301.35
17-03-2021,18,17:00 - 17:15,14225.6,10855.4,10628.2,10628.2,5006.31,5007.31
17-03-2021,18,17:15 - 17:30,13382.9,10269.4,10045.2,10045.2,5649.04,5650.04
17-03-2021,18,17:30 - 17:45,13386.2,9629.3,9611.3,9611.3,6000.48,6001.48
17-03-2021,18,17:45 - 18:00,12883.6,9223.3,9213.3,9213.3,6550.63,6551.63
17-03-2021,19,18:00 - 18:15,11035.1,8825.7,8250.9,8250.9,4999,5000
17-03-2021,19,18:15 - 18:30,10532.9,7839.7,7726.7,7726.7,5800.52,5801.52
17-03-2021,19,18:30 - 18:45,10565.5,7632.6,7574.7,7574.7,5999.6,6000.6
17-03-2021,19,18:45 - 19:00,10589.1,7361.4,7361.4,7361.4,7000.23,7001.23
17-03-2021,20,19:00 - 19:15,11384.5,7349.6,7349.6,7349.6,8259.59,8260.59
17-03-2021,20,19:15 - 19:30,11532,7351.6,7351.6,7351.6,8003.53,8004.53
17-03-2021,20,19:30 - 19:45,11089.6,7659.6,7659.6,7659.6,6916.17,6917.17
17-03-2021,20,19:45 - 20:00,11018.2,7678.5,7678.5,7678.5,6000.9,6001.9
17-03-2021,21,20:00 - 20:15,10721.3,7471.6,7471.6,7471.6,6000.28,6001.28
17-03-2021,21,20:15 - 20:30,10533.2,7204,7204,7204,6000.24,6001.24
17-03-2021,21,20:30 - 20:45,10674,7073.4,7073.4,7073.4,6000.67,6001.67
17-03-2021,21,20:45 - 21:00,10356,6808.3,6768.16,6768.16,5999.46,6000.46
17-03-2021,22,21:00 - 21:15,10687.1,6990.7,6831.5,6831.5,5500.98,5501.98
17-03-2021,22,21:15 - 21:30,10629.4,6861.8,6702.6,6702.6,5500.7,5501.7
17-03-2021,22,21:30 - 21:45,10081.5,6849.3,6690.1,6690.1,5260.37,5261.37
17-03-2021,22,21:45 - 22:00,9932,6917.3,6758.1,6758.1,5000.66,5001.66
17-03-2021,23,22:00 - 22:15,9623.1,6595.6,6372.34,6372.34,4999.83,5000.83
17-03-2021,23,22:15 - 22:30,9239.6,6442.7,6221.44,6221.44,4999.84,5000.84
17-03-2021,23,22:30 - 22:45,9310.9,6485.6,6319.1,6319.1,5000,5001
17-03-2021,23,22:45 - 23:00,8872,6458.8,5953.7,5953.7,4750.85,4751.85
17-03-2021,24,23:00 - 23:15,8653.9,6587.2,5898.3,5898.3,4349.67,4350.67
17-03-2021,24,23:15 - 23:30,8966.8,6758.5,6086,6086,4399.8,4400.8
17-03-2021,24,23:30 - 23:45,8904.9,6890.8,6104.2,6104.2,4289.83,4290.83
17-03-2021,24,23:45 - 24:00,9077,6935.6,6283.9,6283.9,4499.22,4500.22
18-03-2021,1,00:00 - 00:15,10706.7,7377.3,7150.1,7150.1,5250.02,5251.02
18-03-2021,1,00:15 - 00:30,11271,7646.9,7474.6,7474.6,5649.65,5650.65
18-03-2021,1,00:30 - 00:45,11358.7,8034,7806.8,7806.8,5050.38,5051.38
18-03-2021,1,00:45 - 01:00,11258.9,8375.8,7832,7832,4998.55,4999.55
18-03-2021,2,01:00 - 01:15,11705.3,9181.3,8135.4,8135.4,4289.33,4290.33
18-03-2021,2,01:15 - 01:30,11526.9,9311.3,8140,8140,4250.4,4251.4
18-03-2021,2,01:30 - 01:45,11631.8,9527,8328.7,8328.7,4219.89,4220.89
18-03-2021,2,01:45 - 02:00,11716.4,9755,8380.4,8380.4,4062.18,4063.18
18-03-2021,3,02:00 - 02:15,11430.3,10115.5,8468.3,8468.3,4062.92,4063.92
18-03-2021,3,02:15 - 02:30,11505.5,10317.6,8658.7,8658.7,4062.84,4063.84
18-03-2021,3,02:30 - 02:45,11266.1,10496.3,8767.7,8767.7,4062.37,4063.37
18-03-2021,3,02:45 - 03:00,11172.3,10690.2,8891,8891,3769.24,3770.24
18-03-2021,4,03:00 - 03:15,11401.6,11126.5,9019.2,9019.2,3500.15,3501.15
18-03-2021,4,03:15 - 03:30,11465,11223.5,9077.2,9077.2,3500.23,3501.23
18-03-2021,4,03:30 - 03:45,11498.4,11347.5,9136.6,9136.6,3469.65,3470.65
18-03-2021,4,03:45 - 04:00,11408.5,11475.1,9046.5,9046.5,3432,3433
18-03-2021,5,04:00 - 04:15,11418.5,11642.1,9027.6,9027.6,3379.29,3380.29
18-03-2021,5,04:15 - 04:30,11736.1,11373.2,9324.9,9324.9,3469.83,3470.83
18-03-2021,5,04:30 - 04:45,11909.7,10895.2,9107.9,9107.9,3916.42,3917.42
18-03-2021,5,04:45 - 05:00,11890.2,10716.2,9056.5,9056.5,4062.86,4063.86
18-03-2021,6,05:00 - 05:15,12126.7,10594.2,9467,9467,4489.23,4490.23
18-03-2021,6,05:15 - 05:30,12478.4,10642.5,9717.1,9717.1,4489.95,4490.95
18-03-2021,6,05:30 - 05:45,13053.5,11110.2,9951.7,9951.7,4489.01,4490.01
18-03-2021,6,05:45 - 06:00,13253.9,11540.6,10169.6,10169.6,4289.5,4290.5
18-03-2021,7,06:00 - 06:15,14057.1,11056.1,10701.9,10701.9,5000.11,5001.11
18-03-2021,7,06:15 - 06:30,15070.6,11311.9,10957.7,10957.7,5250.98,5251.98
18-03-2021,7,06:30 - 06:45,15507.8,11631.8,11267.6,11267.6,5300.26,5301.26
18-03-2021,7,06:45 - 07:00,15562.2,11427.8,11063.6,11063.6,5500.67,5501.67
18-03-2021,8,07:00 - 07:15,15729.5,11520.6,11156.4,11156.4,5300.64,5301.64
18-03-2021,8,07:15 - 07:30,15783.1,11671.6,11307.4,11307.4,5500.41,5501.41
18-03-2021,8,07:30 - 07:45,15324.7,11573.9,11209.7,11209.7,5300.42,5301.42
18-03-2021,8,07:45 - 08:00,14939.4,11229.8,10865.6,10865.6,5000.53,5001.53
18-03-2021,9,08:00 - 08:15,14258.6,11686,11048.8,11048.8,4900.09,4901.09
18-03-2021,9,08:15 - 08:30,14141.9,11268.9,10631.7,10631.7,4900.32,4901.32
18-03-2021,9,08:30 - 08:45,14170.1,10836.8,10548.6,10548.6,5000.38,5001.38
18-03-2021,9,08:45 - 09:00,13742.6,10352.3,10064.1,10064.1,5500.26,5501.26
18-03-2021,10,09:00 - 09:15,13060.6,9364.2,9015,9015,5300.55,5301.55
18-03-2021,10,09:15 - 09:30,13125.4,8726.8,8572,8572,5999,6000
18-03-2021,10,09:30 - 09:45,12954.5,8547.4,8467.4,8467.4,6000.79,6001.79
18-03-2021,10,09:45 - 10:00,12491.4,8668.2,8517.1,8517.1,5999.05,6000.05
18-03-2021,11,10:00 - 10:15,12337.5,8593.4,8513.4,8513.4,6000.63,6001.63
18-03-2021,11,10:15 - 10:30,12219.9,8583.4,8503.4,8503.4,6000.04,6001.04
18-03-2021,11,10:30 - 10:45,12037.6,8579.1,8499.1,8499.1,6050.79,6051.79
18-03-2021,11,10:45 - 11:00,12210.4,8646.3,8516.4,8516.4,5999.33,6000.33
18-03-2021,12,11:00 - 11:15,12836.8,8564.9,8539.9,8539.9,6500.18,6501.18
18-03-2021,12,11:15 - 11:30,12918.6,8801.1,8771.1,8771.1,6499.38,6500.38
18-03-2021,12,11:30 - 11:45,12386.1,8974.4,8825.2,8825.2,5789.99,5790.99
18-03-2021,12,11:45 - 12:00,12330.6,9416.5,8886.1,8886.1,4999.5,5000.5
18-03-2021,13,12:00 - 12:15,12562.1,9505.5,8672.4,8672.4,4500.94,4501.94
18-03-2021,13,12:15 - 12:30,12670.8,9609.4,8776.3,8776.3,4500.8,4501.8
18-03-2021,13,12:30 - 12:45,12705.1,9810.1,8977,8977,4500.22,4501.22
18-03-2021,13,12:45 - 13:00,12895,10171.6,9338.5,9338.5,4500.22,4501.22
18-03-2021,14,13:00 - 13:15,12172,10677.4,8985.4,8985.4,4063,4064
18-03-2021,14,13:15 - 13:30,12119.7,11166.1,9132.3,9132.3,3766.85,3767.85
18-03-2021,14,13:30 - 13:45,12458.8,11624.5,9560.7,9560.7,3701.04,3702.04
18-03-2021,14,13:45 - 14:00,12819.4,12042.8,9950.7,9950.7,3627.87,3628.87
18-03-2021,15,14:00 - 14:15,13304.8,11859.9,10201,10201,3804.33,3805.33
18-03-2021,15,14:15 - 14:30,14327.3,12147.4,10604.7,10604.7,4002.89,4003.89
18-03-2021,15,14:30 - 14:45,14627.4,12461.1,11029.9,11029.9,4062.75,4063.75
18-03-2021,15,14:45 - 15:00,15234.5,12484.8,11293.3,11293.3,4289.27,4290.27
18-03-2021,16,15:00 - 15:15,15460.8,12291.9,11287.8,11287.8,4289.55,4290.55
18-03-2021,16,15:15 - 15:30,15865.9,12311.2,11644.4,11644.4,4500.08,4501.08
18-03-2021,16,15:30 - 15:45,15842.8,12199.4,11554.6,11554.6,4649.34,4650.34
18-03-2021,16,15:45 - 16:00,15703.5,11923.6,11548.2,11548.2,4999.57,5000.57
18-03-2021,17,16:00 - 16:15,16103.3,11875.3,11726.6,11726.6,5700.27,5701.27
18-03-2021,17,16:15 - 16:30,16516.9,11750,11652,11652,5900.94,5901.94
18-03-2021,17,16:30 - 16:45,16467.7,11709.3,11699.3,11699.3,6500.32,6501.32
18-03-2021,17,16:45 - 17:00,16325.4,11582.8,11572.8,11572.8,6506.34,6507.34
18-03-2021,18,17:00 - 17:15,15032.7,11672.8,11445.6,11445.6,5505.88,5506.88
18-03-2021,18,17:15 - 17:30,14227.7,11212.6,11151.8,11151.8,5999.43,6000.43
18-03-2021,18,17:30 - 17:45,14065.7,10594.4,10580.8,10580.8,6499.55,6500.55
18-03-2021,18,17:45 - 18:00,13673.4,10160.3,10160.3,10160.3,7000.77,7001.77
18-03-2021,19,18:00 - 18:15,11475.7,9606.8,9138.4,9138.4,4999.22,5000.22
18-03-2021,19,18:15 - 18:30,11089.4,8495.9,8382.9,8382.9,5902.48,5903.48
18-03-2021,19,18:30 - 18:45,11503.5,7878.5,7878.5,7878.5,7990.95,7991.95
18-03-2021,19,18:45 - 19:00,12173.7,8111.6,8111.6,8111.6,8513.35,8514.35
18-03-2021,20,19:00 - 19:15,12931.4,7907.1,7907.1,7907.1,8576.18,8577.18
18-03-2021,20,19:15 - 19:30,13456.5,7882,7882,7882,8578.57,8579.57
18-03-2021,20,19:30 - 19:45,12940.7,8045.4,8045.4,8045.4,8337.91,8338.91
18-03-2021,20,19:45 - 20:00,12272.4,8441.3,8441.3,8441.3,7504.34,7505.34
18-03-2021,21,20:00 - 20:15,11737.8,8253.1,8253.1,8253.1,6916.17,6917.17
18-03-2021,21,20:15 - 20:30,11401.7,7828.5,7828.5,7828.5,6916.83,6917.83
18-03-2021,21,20:30 - 20:45,11576.7,7759.6,7759.6,7759.6,6959.41,6960.41
18-03-2021,21,20:45 - 21:00,11419.1,7541.6,7541.6,7541.6,6981.37,6982.37
18-03-2021,22,21:00 - 21:15,11221.7,7641.5,7641.5,7641.5,6050.6,6051.6
18-03-2021,22,21:15 - 21:30,10825.6,7788.5,7788.5,7788.5,6000.51,6001.51
18-03-2021,22,21:30 - 21:45,10731,7758,7683,7683,5750.91,5751.91
18-03-2021,22,21:45 - 22:00,10256.3,7762,7687,7687,5750.41,5751.41
18-03-2021,23,22:00 - 22:15,9937.5,6903.9,6828.9,6828.9,5801.79,5802.79
18-03-2021,23,22:15 - 22:30,10011,6840.9,6762.12,6762.12,5649.96,5650.96
18-03-2021,23,22:30 - 22:45,9607.7,6814.2,6655,6655,5500.42,5501.42
18-03-2021,23,22:45 - 23:00,9745.2,6773.5,6614.3,6614.3,5307.45,5308.45
18-03-2021,24,23:00 - 23:15,9831.9,6760.4,6598.2,6598.2,5303.03,5304.03
18-03-2021,24,23:15 - 23:30,9662.3,6792.7,6630.5,6630.5,5301.56,5302.56
18-03-2021,24,23:30 - 23:45,9744.3,6851.9,6689.7,6689.7,5301.68,5302.68
18-03-2021,24,23:45 - 24:00,9777.6,6685.2,6523,6523,5302.77,5303.77
19-03-2021,1,00:00 - 00:15,10590.3,8663.6,8124.9,8124.9,4999.23,5000.23
19-03-2021,1,00:15 - 00:30,10746.3,8872.3,8270.2,8270.2,4999.01,5000.01
19-03-2021,1,00:30 - 00:45,10433.1,9236.9,8064.7,8064.7,4322.22,4323.22
19-03-2021,1,00:45 - 01:00,10360.8,9407.6,8014.5,8014.5,4197,4198
19-03-2021,2,01:00 - 01:15,10532.9,9830.3,8152,8152,4196.6,4197.6
19-03-2021,2,01:15 - 01:30,10718.6,10058.3,8373.7,8373.7,4196.59,4197.59
19-03-2021,2,01:30 - 01:45,10505.9,10192,8161.2,8161.2,4196.01,4197.01
19-03-2021,2,01:45 - 02:00,10436.2,10447,8199.4,8199.4,3600.76,3601.76
19-03-2021,3,02:00 - 02:15,10315.5,10640.6,8097.1,8097.1,4011.94,4012.94
19-03-2021,3,02:15 - 02:30,10315.5,10758.9,8203.4,8203.4,3500.84,3501.84
19-03-2021,3,02:30 - 02:45,10252.6,10818.1,8262.6,8262.6,3511.83,3512.83
19-03-2021,3,02:45 - 03:00,10286.9,10982.2,8379,8379,3469.91,3470.91
19-03-2021,4,03:00 - 03:15,10616.9,11730.6,8497.1,8497.1,3398.33,3399.33
19-03-2021,4,03:15 - 03:30,10712.4,12113.6,8592.3,8592.3,3391.37,3392.37
19-03-2021,4,03:30 - 03:45,10852,12047.6,8731.5,8731.5,3398.36,3399.36
19-03-2021,4,03:45 - 04:00,10925.6,12342.2,8804.9,8804.9,3391.64,3392.64
19-03-2021,5,04:00 - 04:15,10995.8,12502.7,8774.2,8774.2,3363.25,3364.25
19-03-2021,5,04:15 - 04:30,10984.6,12295.7,8763,8763,3374.89,3375.89
19-03-2021,5,04:30 - 04:45,11216.4,11954.7,8964,8964,3428.86,3429.86
19-03-2021,5,04:45 - 05:00,11196.9,11491.7,8943.3,8943.3,3469.91,3470.91
19-03-2021,6,05:00 - 05:15,11095.8,11194.3,8994.9,8994.9,3550.79,3551.79
19-03-2021,6,05:15 - 05:30,11610.9,11044.5,9159.8,9159.8,4196.15,4197.15
19-03-2021,6,05:30 - 05:45,11974.1,11467.4,9420.7,9420.7,4062.31,4063.31
19-03-2021,6,05:45 - 06:00,12368.5,11763.9,9715.1,9715.1,4062.05,4063.05
19-03-2021,7,06:00 - 06:15,13589.8,11829.3,11076,11076,4489.44,4490.44
19-03-2021,7,06:15 - 06:30,14675,12476.5,11901.6,11901.6,4999.01,5000.01
19-03-2021,7,06:30 - 06:45,14473.4,12827.3,11910.2,11910.2,4196.98,4197.98
19-03-2021,7,06:45 - 07:00,14918.3,12578.3,12047.2,12047.2,4999.16,5000.16
19-03-2021,8,07:00 - 07:15,15123,12688.6,12236.5,12236.5,4999.48,5000.48
19-03-2021,8,07:15 - 07:30,15300.8,12745,12373,12373,4999.75,5000.75
19-03-2021,8,07:30 - 07:45,14916.3,12704.2,12048.8,12048.8,4839.2,4840.2
19-03-2021,8,07:45 - 08:00,14682.6,12666.4,11916.8,11916.8,4509.5,4510.5
19-03-2021,9,08:00 - 08:15,13763.9,13007,11154.4,11154.4,4062.37,4063.37
19-03-2021,9,08:15 - 08:30,14215.6,12930.1,11551.3,11551.3,4196.81,4197.81
19-03-2021,9,08:30 - 08:45,14431.9,12112.5,11404.1,11404.1,4880.75,4881.75
19-03-2021,9,08:45 - 09:00,14126.5,11173.5,11001.8,11001.8,5999.1,6000.1
19-03-2021,10,09:00 - 09:15,13677.2,10035,9939.1,9939.1,6100.2,6101.2
19-03-2021,10,09:15 - 09:30,13612.6,8897.4,8811.5,8811.5,7000.27,7001.27
19-03-2021,10,09:30 - 09:45,13236.7,8657.9,8572,8572,7000.51,7001.51
19-03-2021,10,09:45 - 10:00,12927.3,8743.5,8657.6,8657.6,7000.22,7001.22
19-03-2021,11,10:00 - 10:15,12180.8,8812.6,8699,8699,6500.69,6501.69
19-03-2021,11,10:15 - 10:30,11976,8811.4,8697.8,8697.8,6050.55,6051.55
19-03-2021,11,10:30 - 10:45,12347,8818.8,8705.2,8705.2,6666.82,6667.82
19-03-2021,11,10:45 - 11:00,12148.4,8831,8717.4,8717.4,6050.48,6051.48
19-03-2021,12,11:00 - 11:15,13122.6,8816.2,8703.4,8703.4,7500.48,7501.48
19-03-2021,12,11:15 - 11:30,13236.6,9192.7,9079.9,9079.9,7500.36,7501.36
19-03-2021,12,11:30 - 11:45,13084.8,9331.7,9216.9,9216.9,6750.2,6751.2
19-03-2021,12,11:45 - 12:00,13009.1,10054,9758.5,9758.5,5500.96,5501.96
19-03-2021,13,12:00 - 12:15,13152,10392.4,9696.1,9696.1,4869.5,4870.5
19-03-2021,13,12:15 - 12:30,13383.7,10583.3,9866.3,9866.3,4859.15,4860.15
19-03-2021,13,12:30 - 12:45,13259.1,10886.7,9936.4,9936.4,4500.95,4501.95
19-03-2021,13,12:45 - 13:00,13082.7,11361.6,9946.3,9946.3,4200.76,4201.76
19-03-2021,14,13:00 - 13:15,12039.2,11901.7,9479.1,9479.1,3766.77,3767.77
19-03-2021,14,13:15 - 13:30,12233.9,12383.5,9948.5,9948.5,3469.95,3470.95
19-03-2021,14,13:30 - 13:45,12677.2,12761.7,10361.1,10361.1,3500.24,3501.24
19-03-2021,14,13:45 - 14:00,12728,12959.3,10448,10448,3469.7,3470.7
19-03-2021,15,14:00 - 14:15,13382.1,12710.3,10417.1,10417.1,4062.32,4063.32
19-03-2021,15,14:15 - 14:30,13817.2,12502.7,10729.8,10729.8,4196.61,4197.61
19-03-2021,15,14:30 - 14:45,14132.8,12401.7,10999.3,10999.3,4322.16,4323.16
